# Assembly name:  ASM2041840v1
# Organism name:  Escherichia coli (E. coli)
# Infraspecific name:  strain=C15S15_CMSHL3
# Taxid:          562
# BioSample:      SAMN20931203
# BioProject:     PRJNA756824
# Submitter:      Bangladesh Council of Scientific and Industrial Research (BCSIR)
# Date:           2021-10-11
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAIZPQ01
# Assembly method: SPAdes v. 3.13.1
# Expected final version: yes
# Genome coverage: 50.0x
# Sequencing technology: Illumina NextSeq
# GenBank assembly accession: GCA_020418405.1
# RefSeq assembly accession: GCF_020418405.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_020418415.1	GCF_020418415.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
BCSIR_EC_C15_scaffold_7	unplaced-scaffold	na	na	JAIZPQ010000008.1	=	NZ_JAIZPQ010000008.1	Primary Assembly	329	na
BCSIR_EC_C15_scaffold_70	unplaced-scaffold	na	na	JAIZPQ010000071.1	=	NZ_JAIZPQ010000071.1	Primary Assembly	338	na
BCSIR_EC_C15_scaffold_71	unplaced-scaffold	na	na	JAIZPQ010000072.1	=	NZ_JAIZPQ010000072.1	Primary Assembly	7471	na
BCSIR_EC_C15_scaffold_72	unplaced-scaffold	na	na	JAIZPQ010000073.1	=	NZ_JAIZPQ010000073.1	Primary Assembly	3241	na
BCSIR_EC_C15_scaffold_73	unplaced-scaffold	na	na	JAIZPQ010000074.1	=	NZ_JAIZPQ010000074.1	Primary Assembly	4712	na
BCSIR_EC_C15_scaffold_74	unplaced-scaffold	na	na	JAIZPQ010000075.1	=	NZ_JAIZPQ010000075.1	Primary Assembly	2671	na
BCSIR_EC_C15_scaffold_75	unplaced-scaffold	na	na	JAIZPQ010000076.1	=	NZ_JAIZPQ010000076.1	Primary Assembly	13449	na
BCSIR_EC_C15_scaffold_76	unplaced-scaffold	na	na	JAIZPQ010000077.1	=	NZ_JAIZPQ010000077.1	Primary Assembly	485	na
BCSIR_EC_C15_scaffold_77	unplaced-scaffold	na	na	JAIZPQ010000078.1	=	NZ_JAIZPQ010000078.1	Primary Assembly	740	na
BCSIR_EC_C15_scaffold_78	unplaced-scaffold	na	na	JAIZPQ010000079.1	=	NZ_JAIZPQ010000079.1	Primary Assembly	3576	na
BCSIR_EC_C15_scaffold_79	unplaced-scaffold	na	na	JAIZPQ010000080.1	=	NZ_JAIZPQ010000080.1	Primary Assembly	386	na
BCSIR_EC_C15_scaffold_8	unplaced-scaffold	na	na	JAIZPQ010000009.1	=	NZ_JAIZPQ010000009.1	Primary Assembly	722	na
BCSIR_EC_C15_scaffold_80	unplaced-scaffold	na	na	JAIZPQ010000081.1	=	NZ_JAIZPQ010000081.1	Primary Assembly	321	na
BCSIR_EC_C15_scaffold_81	unplaced-scaffold	na	na	JAIZPQ010000082.1	=	NZ_JAIZPQ010000082.1	Primary Assembly	268	na
BCSIR_EC_C15_scaffold_82	unplaced-scaffold	na	na	JAIZPQ010000083.1	=	NZ_JAIZPQ010000083.1	Primary Assembly	1151	na
BCSIR_EC_C15_scaffold_83	unplaced-scaffold	na	na	JAIZPQ010000084.1	=	NZ_JAIZPQ010000084.1	Primary Assembly	406	na
BCSIR_EC_C15_scaffold_84	unplaced-scaffold	na	na	JAIZPQ010000085.1	=	NZ_JAIZPQ010000085.1	Primary Assembly	2377	na
BCSIR_EC_C15_scaffold_85	unplaced-scaffold	na	na	JAIZPQ010000086.1	=	NZ_JAIZPQ010000086.1	Primary Assembly	2965	na
BCSIR_EC_C15_scaffold_86	unplaced-scaffold	na	na	JAIZPQ010000087.1	=	NZ_JAIZPQ010000087.1	Primary Assembly	420	na
BCSIR_EC_C15_scaffold_87	unplaced-scaffold	na	na	JAIZPQ010000088.1	=	NZ_JAIZPQ010000088.1	Primary Assembly	9796	na
BCSIR_EC_C15_scaffold_88	unplaced-scaffold	na	na	JAIZPQ010000089.1	=	NZ_JAIZPQ010000089.1	Primary Assembly	16130	na
BCSIR_EC_C15_scaffold_89	unplaced-scaffold	na	na	JAIZPQ010000090.1	=	NZ_JAIZPQ010000090.1	Primary Assembly	11510	na
BCSIR_EC_C15_scaffold_9	unplaced-scaffold	na	na	JAIZPQ010000010.1	=	NZ_JAIZPQ010000010.1	Primary Assembly	1572	na
BCSIR_EC_C15_scaffold_90	unplaced-scaffold	na	na	JAIZPQ010000091.1	=	NZ_JAIZPQ010000091.1	Primary Assembly	275	na
BCSIR_EC_C15_scaffold_91	unplaced-scaffold	na	na	JAIZPQ010000092.1	=	NZ_JAIZPQ010000092.1	Primary Assembly	414	na
BCSIR_EC_C15_scaffold_92	unplaced-scaffold	na	na	JAIZPQ010000093.1	=	NZ_JAIZPQ010000093.1	Primary Assembly	281	na
BCSIR_EC_C15_scaffold_93	unplaced-scaffold	na	na	JAIZPQ010000094.1	=	NZ_JAIZPQ010000094.1	Primary Assembly	591	na
BCSIR_EC_C15_scaffold_94	unplaced-scaffold	na	na	JAIZPQ010000095.1	=	NZ_JAIZPQ010000095.1	Primary Assembly	309	na
BCSIR_EC_C15_scaffold_96	unplaced-scaffold	na	na	JAIZPQ010000097.1	=	NZ_JAIZPQ010000097.1	Primary Assembly	281	na
BCSIR_EC_C15_scaffold_97	unplaced-scaffold	na	na	JAIZPQ010000098.1	=	NZ_JAIZPQ010000098.1	Primary Assembly	291	na
BCSIR_EC_C15_scaffold_98	unplaced-scaffold	na	na	JAIZPQ010000099.1	=	NZ_JAIZPQ010000099.1	Primary Assembly	290	na
BCSIR_EC_C15_scaffold_99	unplaced-scaffold	na	na	JAIZPQ010000100.1	=	NZ_JAIZPQ010000100.1	Primary Assembly	13394	na
